cateegory,odia_word,desia_word
ମ,ମସଳା , ମସଲା
ମ,ମଶାଣି , ମସାନ୍‌
ମ,ମହତ , ବଡ଼
ମ,ମାହାଳିଆ , ଅବ୍କା ଅବ୍କା
ମ,ମହାପୁରୁ , ମାପୁରୁ
ମ,ମୁଖ , ଟଣ୍ଡ ଥୋମନା
ମ,ମୁଖା , ଖୋଲପା
ମ,ମୁଖୁଆ , ବଡ଼ଲୋକ
ମ,ମୁଗୁନା , ମୁନ୍‌ଙ୍ଗା
ମ,ମୁଚଲା , ମୁଣ୍ଡ ଭସନା
ମ,ମୁର୍ଛା, ଚେତା ହଜିଯିବା
ମ,ମୁଠା ମୁଠା ,  ମଟେକ୍‌ ମୁଟେକ୍‌
ମ,ମୁଣ୍ଡ , ମୁଣ୍ଡ
ମ,ମୁନୀବ , ସାହୁକାର୍‌
ମ,ମୁନ୍ଦାଏ , ଟପେକ୍‌
ମ,ମୁରଳୀ , ବଇଁଶି
ମ,ମୁଲିଆ , ମାମୁଡ଼ି / ଗତି
ମ,ମୁଷଳ , ମୁସୁଲ୍‌
ମ,ମୁହଁ , ମୁଁ
ମ,ମୁତ୍ର , ମୁତ୍‌
ମ,ମୁଢ଼ , ଭୋକୁଆ
ମ,ମୁକ , କନ୍ଧା କନ୍ଧି
ମ,ମୁଗ , ମୁଁଙ୍୍‌
ମ,ମେଘ , ମେଙ୍ଗ୍‌
ମ,ମାତା , ଆୟା
ମ,ମାଣ , ମାନ୍‌
ଯ,ଯାଅ , ଯା
ଯ,ଯାଯାବର , ମାଙ୍ଗୁଲି
ଯ,ଯାଚିବା , ଯାଚାଇବା
ଯ,ଯାଆଁଳା , ଜିଲା
ଯ,ଯୁବକ , ଧାଙ୍ଗଡ଼ା
ଯ,ଯୁବତୀ , ଧାଙ୍ଗଡ଼ି
ଯ,ଯୁଦ୍ଧ , ଧାଙ୍ଗଡ଼ା
ଯ,ଯନ୍୍‌ , ଯତନ୍‌
ଯ,ଯଦିଓ , ହେଲେମିଶା
ଯ,ଯଥେଷ୍ଟ , ଭୁତେକ୍‌ /ଯବର୍‌
ଯ,ଯନ୍ତ୍ର , ଯନ୍ତର୍‌
ଯ,ଯନ୍ତ୍ରଣା , ଦୂକା
ଯ,ଯୋଗ ,  ଭେଟଘାଟ୍‌
ଯ,ଯୌବନ , ଭେଣିଆ
ଯ,ଯୁଗ , ଯୁଗ୍‌ ©
ଯ,ଯେତେଟା , ଯେତେକ ମିଶା
ଯ,ଯକ , ଯକ୍‌
ଯ,ଯୋଗାଯୋଗ ,
ଯ,ଯୌତୁକ , ଜୁତୁକ୍‌
ର,ରୁହ , ର/ ଥେବ୍‌
ର,ରବିବାର , ରଇବାର୍‌
ର,ରାଗିବା , ରିଷା ହେବା
ର,ରସୁଣ , ଲସୁନ୍‌
ର,ରଙ୍କା ପଶିବା , ମସକ୍‌ବା
ର,ରସିଦ , ଚିରକୁଟ
ର,ରସ , ରସ୍‌
ର,ରବର , ଲାବର୍‌
ର,ରଣ , ରୁନ/ ଉଦାର୍‌ / ୟୁଯ୍‌
ର,ରୁଆ , ରୋପା
ର,ରହିତ , ରହିତ୍‌
ର,ରାତ୍ର , ରାତି
ର,ରାଗିବା , ରିସା
ର,ରକ୍ତ , ବନି
ର,ରାନ୍ଧିବା , ରାନ୍ଧୁ
ର,ରଖ୍ବା , ରଖ୍‌
ର,ରଙ୍ଗ , ରଙ୍ଗ
ର,ରାକ୍ଷାସ ,  ଅସୁର/ ରାଖସ୍‌
ର,ରଡ଼ି , ରାଟୁ / କିର୍‌ ହେବା
ର,ରୁଣ୍ଡ , ଜମା ହେବା
ର,ରାଜି , ମାନିବା / ମାନ୍ବାର
ର,ରାୟ , ବିଚାର୍ନା
ର,ରୁଚି , ସ୍ବାଦ
ର,ରୁଡ଼ି , ବାକନା
ର,ରାସ୍ତା , ବାଟ୍‌
ଲ,ଲଙ୍କା , ମରିଚ୍‌
ଲ,ଲାଲ୍‌ , ରଙ୍ଗ
ଲ,ଲୁଣ/ ଲବଣ , ନୁନ୍‌
ଲ,ଲତା , ଡିର୍‌
ଲ,ଲାଭ , ଲାବ୍‌
ଲ,ଲୁଣିଆ , ଖାରିଆ
ଲ,ଲୁଗା , ଫଟାଇ / ଶାଢ଼ୀ
ଲ,ଲଙ୍ଗଳ , ନଙ୍ଗଲ
ଲ,ଲମ୍ଭା , ଡେଙ୍ଗ
ଲ,ଲୁଚି ପଳାଇବା , ଫାଲାରୀ
ଲ,ଲୁହାକଣ୍ଠା , ଖୁଟି/ ମେଖ
ଲ,ଲାଠି , ଠେଙ୍କ
ଲ,ଲାଞ୍ଜ , ଲେଂଜ୍‌
ଲ,ଲୋକ , ଲକ୍‌
ଲ,ଲଅରପଅର , ଲସର୍‌ଫସର୍‌
ଲ,ଲକ୍ଷ , ଲାକ୍‌
ଲ,ଲକ୍ଷପତି , ଲାକ୍ପତି
ଲ,ଲଘିଷ୍ଟ , ଉଷାସ୍‌
ଲ,ଲଙ୍କାପାଣ୍ଡୁ , ଭାଲିଆ
ଲ,ଲଜା , ଲାଜ୍‌
ଲ,ଲାଙ୍ଗୁଡ଼ , ଲେଞ୍ଜ୍‌
ଲ,ଲଣ୍ଠନ , ଲାନ୍ତର୍‌
ଲ,ଲଡୁ , ଲାଡୁ
ଲ,ଲୁହ / ଲୋତକ , ଅଆଁସୁ
ଲ,ଲିପିବା , ସାରାଇବା
ଲ,ଲହରି , ଲହଡ଼ି
ଲ,ଲହୁଣି , ଖୁର୍‌ସା
ଲ,ଲାଖୁଯିବା , ଢ଼ସିବା
ଲ,ଲୋଭି , ମୁସ୍‌କା
ଲ,ଲୁଣି , ଖାରିଆ
ଲ,ଲେନ୍ସାଏ , ଭାରେକ୍‌
ଲ,ଲୋମ , ରୁମ୍‌
ଲ,ଲୋକକଥା , କାତାନି
ଲ,ଲୋମସ୍‌ , ଭୁ୍ସା
ଲ,ଲହରା , କାମାର୍‌
ଲ,ଲୌହ , ଲୁଆ
ଶ,ଶସ୍ତା , ଶାସ୍ତା
ଶ,ଶରୀର , ଗାଗତ୍‌
ଶ,ଶହ , ଶଏ
ଶ,ଶୌରା , ରା
ଶ,ଶକ୍ତି , ବପୁ
ଶ,ଶକ୍କୁଡ଼ି , ସକ୍‌ଡ଼ି
ଶ,ଶଶୁର , ସାତ୍ରା
ଶ,ଶାଶୁ , ସାତ୍ରି
ଶ,ଶଳା , ସାଲା
ଶ,ଶୁକ୍ରବାର , ଶୁକୁର୍‌ ବାର୍‌
ଶ,ଶଗଡ଼ , ଶଗତ୍‌
ଶ,ଶଂକୋଚ , ଦୁଇ ମୁନିଆ
ଶ,ଶଂଖ , ଶଂଖ୍‌
ଶ,ଶଜନା ଶାଗ , ମୁନ୍‌ଗା ଶାଗ୍‌
ଶ,ଶୀତ , ଶୀତ
ଶ,ଶପ , ଟାଟି
ଶ,ଶର , ଶର୍‌ / କାଣ୍୍‌
ଶ,ଶୀର , ମୁଣ୍ଟ୍‌
ଶ,ଶରୁଆ , ଶପୁର୍‌
ଶ,ଶଳୀତା , ଶେଳ୍ତା
ଶ,ଶୋଷ , ଶଷ୍‌
ଶ,ଶାଗ , ଶାଗ୍‌
ଶ,ଶାଗୁଆ , କାଚା ପତ୍ରିଆ
ଶ,ଶାଗୁଣା , ଗିଦ୍‌
ଶ,ଶାଳ , ଶର୍ଗି
ଶ,ଶାଣିତ , ଧାରିଆ
ଶ,ଶାଧା , ମାମୁଲ୍‌
ଶ,ଶ୍ୟାମଳୀ , କାଲିଆ
ଶ,ଶିଂଗ , ଶିଂଗ୍‌
ଶ,ଶିଉଳି , ବିଚଲ୍‌
ଶ,ଶିକ୍ଷା , ପାଟ୍‌
ଶ,ଶିଷ୍ୟ , ଶିଷ୍‌ / ଚେଲା
ଶ,ଶିଖୁବା , ଶିକ୍ବା
ଶ,ଶୀରା , ଛିର୍‌
ଶ,ଶିଳା , ପାକ୍ନା
ଶ,ଶିର୍‌ପା , ମୁକୁଟ୍‌
ଶ,ଶୀତଳ ,  କାକର୍‌
ଶ,ଶୁଆ , ରୁପୁ 
ଶ,ଶେଷ ଭାଗ , ସରାଶର
ଶ,ଶ୍ରୁଧା , ଶର୍ଦା
ଷ,ଷଣ୍‌ , ଷଣ୍୍‌
ଷ,ଷାଠିଏ , ଷାଟେ
ସ,ସଅଳ , ବେଗିବେଗି
ସ,ସାଙ୍ଗ , ସଙ୍ଗାଡ଼ି
ସ,ସଙ୍ଗାତ , ମୈତର୍‌
ସ,ସଙ୍ଗୀତ , ଗୀତ୍‌
ସ,ସଙ୍ଗୀତଜ୍ଞ , ଗୀତ୍କାର୍‌
ସ,ସଞ୍ଜ , ସଞ୍ଚ୍‌
ସ,ସକାଳ , ସାକାଲ୍‌
ସ,ସତ , ସତ୍‌
ସ,ସନ୍ତାନ ସନ୍ତିତ , ପିଲାଟକି
ସ,ସନ୍ଧ୍ଯାକାଳିନ , ସଞ୍ଚବେଲା
ସ,ସ୍ଵପ୍ନ , ସପନା
ସ,ସଭିଏଁ , ସବ୍ଲକ୍‌
ସ,ସମୁଦ୍ର , ସମ୍ଦୁର୍‌
ସ,ସମୁଦି , ସମ୍ଦି
ସ,ସଂର୍ପକୀୟ , ଲୋକ୍ବାକ୍‌
ସ,ସ୍ଵର , ସରଗ୍‌
ସ,ସତର୍କ , ହୁସିଆର୍‌
ସ,ସହଧମିଣୀ , ମାଇଜି
ସ,ସମାନ୍‌ , ଏକାପରା
ସ,ସାହାସ , ସାଅଁସ୍‌
ସ,ସହିଯିବା , ସଚିମ୍ରା ପଡ଼ିବା
ସ,ସାହାଯ୍ୟ , ସାଇଜ
ସ,ସାଉଁଟିବା , ରୁଣ୍ଡାରୁଣି
ସ,ସାକ୍ଷାତ , ଭେଟ୍‌ ହେବା
ସ,ସୁଚାରୁ ରୂପେ , ନିକ କରି
ସ,ସୁନ୍ଦର , ସୁନ୍ଦର୍‌
ସ,ସୁସୁରୀ ମାରିବା , ସୁଇଟି ମାରିବା
ସ,ସଉତୁଣି , ସତେନ୍‌
ହ,ହାତ , ହାତ୍‌
ହ,ହଜାର , ହାଜାର୍‌
ହ,ହୁଡ଼ା , ହିଡ଼ି 
ହ,ହରଡ଼ , କାନ୍ଦୁଲ
ହ,ହଳ , ହଲ୍‌
ହ,ହାକୁଡ଼ି , ହୁଲ୍କି
ହ,ହାଟ , ହାଟ୍‌
ହ,ହଂକା , ବିନ୍‌
ହ,ହାଡ , ହାତ୍‌
ହ,ହୁସିଆର , ଜାଗ୍ରତ
ହ,ହାଣ୍ଡିଶାଳ , ରାନ୍ଧାଘର୍‌
ହ,ହାତୁଡ଼ି , ମୁଟ୍ଲା
ହ,ହିଞ୍ଜଡ଼ା , ବେଜୁ
କ୍ଷ,କ୍ଷମା , ଖେମା 
କୃଷିଯନ୍ତ୍ରପାତି/farming,କଳ ଲଙ୍ଗଳ , ଟାକ୍ଟର ଲାଙ୍ଗଲ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଲଙ୍ଗଳ , ଲାଙ୍ଗଲ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,କୋଦାଳ ,  କଡ଼କି 
କୃଷିଯନ୍ତ୍ରପାତି/farming,କୁରାଡ଼ି , କୁରାଡ଼ି 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଖୁରୁପୀ , ଖୁସ୍‌ନି 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଦାଆ , ଇଲ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଫାଳ , ଫାଲ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଜୁଆଳି ,  ଜୁବୋଟା 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ତେଣ୍ଡା , ଚୁଆରନି 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ହାଚୁଡ଼ି , ମୁଟୁଲା 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ନଡ଼ାକଟା ଯନ୍ତ୍ର , ପିଅଲ କାଟବା ମିଶିନ୍‌ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଢେକି ,  ଡିକି/ଡେକି 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ବାହୁଙିଂ , କାଉଡ଼ି 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଫାଉଡ଼ା , ରାପା 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ମଇ , ପଟାମାରବାଟା 
କୃଷିଯନ୍ତ୍ରପାତି/farming,କରତ ,  କରତ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ସଣ୍ଡୁ୍‌ଆସି , ଚିମଟା 
କୃଷିଯନ୍ତ୍ରପାତି/farming,କୃଷି , ଗ୍ବଷ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଅନୁର୍ବର , ଡଙ୍ଗର ବା ପଡ଼ିଆବେଡ଼ା
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଉର୍ବର , ଖତୁଆ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,କୃଷକ , ଗ୍ଷି 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଜମି , ବେଡ଼ା 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଉତ୍ପାଦନ , ଅଜିବା/ ପଗଇବା 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ନଦୀ , ଗାଡ଼ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ନାଳ , ନାଲ୍‌ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ପୋଖରୀ , ବନ୍ଦ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଜଳ ସେଚନ , ପାନି ମଡ଼ାଇବା 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ରତୁ , ଦିନ୍‌ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ବର୍ଷାରତୁ , ବର୍ଷୀଦିନ୍‌ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ବନ୍ଯା , ପୁର୍‌ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଖରା , ଖାରା 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଗରମ୍‌ , ତପ୍ଲା 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଉତ୍ତାପ , ତାତି/ ତପଲା 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ସୂର୍ଯ୍ୟ କିରଣ , ସୁରଜ ଉଜଲ /ବେଲ୍‌ ତରାସ୍‌ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ପାଣି , ପାନି 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ପବନ , ପବ୍ନ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଆଲୋକ , ଉଜଲ୍‌ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଅଙ୍କୁରୋଦଗମ , ଗାଜା ହେବାର 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ବିହନ , ବିଅନ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଖତ , ଖତ୍‌ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଗୋଚର , ଗଚର 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ରୁଆ , ରପା 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଖଳା , କଟାର୍‌ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ଫସଲ , ଚାଷ/ ପାଚୁ 
କୃଷିଯନ୍ତ୍ରପାତି/farming,ନଡ଼ା , ପିଆଲ୍‌/ ପିରି 
